Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
131.538,0.0,0.0,0.0,0.0,0.0,0.0
131.57,0.0,0.0,0.0,0.0,0.0,0.0
131.594,0.0,0.0,0.0,0.0,0.0,0.0
131.622,0.0,0.0,0.0,0.0,0.0,0.0
131.65,0.0,0.0,0.0,0.0,0.0,0.0
131.694,0.0,0.0,0.0,0.0,0.0,0.0
131.73,0.0,0.0,0.0,0.0,0.0,0.0
131.75,0.0,0.0,0.0,0.0,0.0,0.0
131.794,0.0,0.0,0.0,0.0,0.0,0.0
131.834,0.0,0.0,0.0,0.0,0.0,0.0
131.862,0.0,0.0,0.0,0.0,0.0,0.0
131.898,0.0,0.0,0.0,0.0,0.0,0.0
131.93,0.0,0.0,0.0,0.0,0.0,0.0
131.974,0.0,0.0,0.0,0.0,0.0,0.0
131.998,0.0,0.0,0.0,0.0,0.0,0.0
132.034,0.0,0.0,0.0,0.0,0.0,0.0
132.058,0.0,0.0,0.0,0.0,0.0,0.0
132.098,0.0,0.0,0.0,0.0,0.0,0.0
132.134,0.0,0.0,0.0,0.0,0.0,0.0
132.158,0.0,0.0,0.0,0.0,0.0,0.0
132.198,0.0,0.0,0.0,0.0,0.0,0.0
132.226,0.0,0.0,0.0,0.0,0.0,0.0
132.258,0.0,0.0,0.0,0.0,0.0,0.0
132.298,0.0,0.0,0.0,0.0,0.0,0.0
132.338,0.0,0.0,0.0,0.0,0.0,0.0
132.35,0.0,0.0,0.0,0.0,0.0,0.0
132.398,0.0,0.0,0.0,0.0,0.0,0.0
132.438,0.0,0.0,0.0,0.0,0.0,0.0
132.454,0.0,0.0,0.0,0.0,0.0,0.0
132.494,0.0,0.0,0.0,0.0,0.0,0.0
132.53,0.0,0.0,0.0,0.0,0.0,0.0
132.554,0.0,0.0,0.0,0.0,0.0,0.0
132.602,0.0,0.0,0.0,0.0,0.0,0.0
132.638,0.0,0.0,0.0,0.0,0.0,0.0
132.654,0.0,0.0,0.0,0.0,0.0,0.0
132.698,0.0,0.0,0.0,0.0,0.0,0.0
132.73,0.0,0.0,0.0,0.0,0.0,0.0
132.758,0.0,0.0,0.0,0.0,0.0,0.0
132.798,0.0,0.0,0.0,0.0,0.0,0.0
132.838,0.0,0.0,0.0,0.0,0.0,0.0
132.858,0.0,0.0,0.0,0.0,0.0,0.0
132.906,0.0,0.0,0.0,0.0,0.0,0.0
132.922,0.0,0.0,0.0,0.0,0.0,0.0
132.962,0.0,0.0,0.0,0.0,0.0,0.0
133.006,0.0,0.0,0.0,0.0,0.0,0.0
133.038,0.0,0.0,0.0,0.0,0.0,0.0
133.066,0.0,0.0,0.0,0.0,0.0,0.0
133.098,0.0,0.0,0.0,0.0,0.0,0.0
133.118,0.0,0.0,0.0,0.0,0.0,0.0
133.158,0.0,0.0,0.0,0.0,0.0,0.0
133.186,0.0,0.0,0.0,0.0,0.0,0.0
133.218,0.0,0.0,0.0,0.0,0.0,0.0
133.258,0.0,0.0,0.0,0.0,0.0,0.0
133.294,0.0,0.0,0.0,0.0,0.0,0.0
133.322,0.0,0.0,0.0,0.0,0.0,0.0
133.362,0.0,0.0,0.0,0.0,0.0,0.0
133.394,0.0,0.0,0.0,0.0,0.0,0.0
133.426,0.0,0.0,0.0,0.0,0.0,0.0
133.47,0.0,0.0,0.0,0.0,0.0,0.0
133.506,0.0,0.0,0.0,0.0,0.0,0.0
133.522,0.0,0.0,0.0,0.0,0.0,0.0
133.554,0.0,0.0,0.0,0.0,0.0,0.0
133.606,0.0,0.0,0.0,0.0,0.0,0.0
133.626,0.0,0.0,0.0,0.0,0.0,0.0
133.67,0.0,0.0,0.0,0.0,0.0,0.0
133.706,0.0,0.0,0.0,0.0,0.0,0.0
133.73,0.0,0.0,0.0,0.0,0.0,0.0
133.758,0.0,0.0,0.0,0.0,0.0,0.0
133.802,0.0,0.0,0.0,0.0,0.0,0.0
133.83,0.0,0.0,0.0,0.0,0.0,0.0
133.866,0.0,0.0,0.0,0.0,0.0,0.0
133.902,0.0,0.0,0.0,0.0,0.0,0.0
133.914,0.0,0.0,0.0,0.0,0.0,0.0
133.97,0.0,0.0,0.0,0.0,0.0,0.0
134.006,0.0,0.0,0.0,0.0,0.0,0.0
134.038,0.0,0.0,0.0,0.0,0.0,0.0
134.054,0.0,0.0,0.0,0.0,0.0,0.0
