Time,time,xPos,yPos,yaw,xVel,yVel,zAngVel
53.15,53.11800003051758,-0.0259403008967638,0.04822646826505661,-0.006230534520000219,-0.0020928080193698406,2.4997560103656724e-05,0.0015231599099934101
53.15,53.145999908447266,-0.025941824540495872,0.04824165254831314,-0.0062522003427147865,-0.0009848382323980331,0.00023469285224564373,-0.00275597907602787
53.15,53.150001525878906,-0.025941824540495872,0.04824165254831314,-0.006254566367715597,-0.0018798985984176397,5.88382754358463e-05,-0.00026986331795342267
53.158,53.15800094604492,-0.025941824540495872,0.04824165254831314,-0.006254150532186031,-0.002026450354605913,0.0001503262756159529,0.0007018396281637251
53.202,53.17399978637695,-0.02595776878297329,0.048247721046209335,-0.0062566474080085754,-0.0019863122142851353,0.000813966675195843,0.00023615374811924994
53.202,53.198001861572266,-0.025973713025450706,0.04825378581881523,-0.006254637148231268,-0.001872451277449727,8.566321048419923e-05,0.0016703075962141156
53.202,53.20199966430664,-0.025973713025450706,0.04825378581881523,-0.0062701515853405,-0.0007718615233898163,0.0005154984537512064,-0.0023751540575176477
53.206,53.20600128173828,-0.025974474847316742,0.0482613779604435,-0.006264081224799156,-0.0017860356019809842,0.0009090654202736914,0.0005250601097941399
53.214,53.209999084472656,-0.025974474847316742,0.0482613779604435,-0.006278377026319504,-0.0008643183391541243,0.00038236199179664254,-0.0030802469700574875
53.254,53.2140007019043,-0.025974474847316742,0.0482613779604435,-0.006272334139794111,-0.0018435092642903328,5.678340676240623e-05,0.0005492687341757119
53.254,53.25,-0.025975998491048813,0.04827656224370003,-0.006282176822423935,-0.0008020226960070431,0.00022709219774696976,-0.001664521056227386
53.254,53.25400161743164,-0.02597676031291485,0.04828415438532829,-0.006276093889027834,-0.0018333636689931154,0.0007651791092939675,0.0007933479500934482
53.258,53.257999420166016,-0.02597676031291485,0.04828415438532829,-0.006283408962190151,-0.0008131994400173426,0.0003700472880154848,-0.001807074062526226
53.262,53.262001037597656,-0.02597676031291485,0.04828415438532829,-0.006277498789131641,-0.0018236491596326232,4.050735151395202e-05,0.0007918226183392107
53.322,53.27799987792969,-0.025977522134780884,0.04829174280166626,-0.006260999012738466,-0.002011253032833338,-5.8411060308571905e-06,0.0013414663262665272
53.322,53.31399917602539,-0.025994228199124336,0.04830540344119072,-0.0062670218758285046,-0.0007154925842769444,0.0005047437152825296,-0.0015174741856753826
53.322,53.31800079345703,-0.02599499002099037,0.048312995582818985,-0.006260891444981098,-0.0017446870915591717,0.0008702863706275821,0.0007964278920553625
53.322,53.321998596191406,-0.02599499002099037,0.048312995582818985,-0.006268212106078863,-0.0007253064541146159,0.0004246931348461658,-0.0018182918429374695
53.358,53.3380012512207,-0.025995749980211258,0.04832058399915695,-0.006270699668675661,-0.0007437643362209201,0.00043286557774990797,-0.0018063007155433297
