Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
61.666,0.0,0.0,0.0,0.0,0.0,0.0
61.694,0.0,0.0,0.0,0.0,0.0,0.0
61.718,0.0,0.0,0.0,0.0,0.0,0.0
61.758,0.0,0.0,0.0,0.0,0.0,0.0
61.794,0.0,0.0,0.0,0.0,0.0,0.0
61.838,0.0,0.0,0.0,0.0,0.0,0.0
61.858,0.0,0.0,0.0,0.0,0.0,0.0
61.898,0.0,0.0,0.0,0.0,0.0,0.0
61.934,0.0,0.0,0.0,0.0,0.0,0.0
61.962,0.0,0.0,0.0,0.0,0.0,0.0
61.99,0.0,0.0,0.0,0.0,0.0,0.0
62.034,0.0,0.0,0.0,0.0,0.0,0.0
62.066,0.0,0.0,0.0,0.0,0.0,0.0
62.11,0.0,0.0,0.0,0.0,0.0,0.0
62.138,0.0,0.0,0.0,0.0,0.0,0.0
62.166,0.0,0.0,0.0,0.0,0.0,0.0
62.21,0.0,0.0,0.0,0.0,0.0,0.0
62.242,0.0,0.0,0.0,0.0,0.0,0.0
62.27,0.0,0.0,0.0,0.0,0.0,0.0
62.302,0.0,0.0,0.0,0.0,0.0,0.0
62.326,0.0,0.0,0.0,0.0,0.0,0.0
62.374,0.0,0.0,0.0,0.0,0.0,0.0
62.41,0.0,0.0,0.0,0.0,0.0,0.0
62.43,0.0,0.0,0.0,0.0,0.0,0.0
62.478,0.0,0.0,0.0,0.0,0.0,0.0
62.51,0.0,0.0,0.0,0.0,0.0,0.0
62.542,0.0,0.0,0.0,0.0,0.0,0.0
62.574,0.0,0.0,0.0,0.0,0.0,0.0
62.602,0.0,0.0,0.0,0.0,0.0,0.0
62.63,0.0,0.0,0.0,0.0,0.0,0.0
62.666,0.0,0.0,0.0,0.0,0.0,0.0
62.706,0.0,0.0,0.0,0.0,0.0,0.0
62.742,0.0,0.0,0.0,0.0,0.0,0.0
62.766,0.0,0.0,0.0,0.0,0.0,0.0
62.79,0.0,0.0,0.0,0.0,0.0,0.0
62.842,0.0,0.0,0.0,0.0,0.0,0.0
62.87,0.0,0.0,0.0,0.0,0.0,0.0
62.894,0.0,0.0,0.0,0.0,0.0,0.0
62.93,0.0,0.0,0.0,0.0,0.0,0.0
62.958,0.0,0.0,0.0,0.0,0.0,0.0
62.998,0.0,0.0,0.0,0.0,0.0,0.0
63.03,0.0,0.0,0.0,0.0,0.0,0.0
63.078,0.0,0.0,0.0,0.0,0.0,0.0
63.102,0.0,0.0,0.0,0.0,0.0,0.0
63.13,0.0,0.0,0.0,0.0,0.0,0.0
63.166,0.0,0.0,0.0,0.0,0.0,0.0
63.198,0.0,0.0,0.0,0.0,0.0,0.0
