Time,time,xPos,yPos,yaw,xVel,yVel,zAngVel
291.15,291.1260070800781,-0.15702100098133087,0.12382051348686218,-0.03005853109061718,-0.002448400715366006,0.0007737446576356888,0.000623946136329323
291.15,291.1499938964844,-0.15705212950706482,0.1238250583410263,-0.03006654605269432,-0.0023174327798187733,0.0004084983957000077,0.0009306584252044559
291.158,291.1579895019531,-0.15706807374954224,0.1238311231136322,-0.030061228200793266,-0.0024093049578368664,0.0009993902640417218,0.0010117084020748734
291.202,291.1659851074219,-0.15708325803279877,0.12382960319519043,-0.030049912631511688,-0.0023978380486369133,0.0002088966139126569,0.0018997519509866834
291.202,291.2019958496094,-0.15713033080101013,0.12384021282196045,-0.030069921165704727,-0.0012341870460659266,0.0007144909468479455,-0.0002624057524371892
291.206,291.20599365234375,-0.15713109076023102,0.12384780496358871,-0.03007313795387745,-0.0021537570282816887,0.00072183005977422,0.0002173121174564585
291.21,291.2099914550781,-0.15713109076023102,0.12384780496358871,-0.030069176107645035,-0.0013991380110383034,0.0001675552484812215,-0.0013733363011851907
291.25,291.2139892578125,-0.15714627504348755,0.12384628504514694,-0.030063027516007423,-0.002369360998272896,0.0003102072514593601,0.0010921370703727007
291.25,291.2460021972656,-0.15720851719379425,0.12385537475347519,-0.030071862041950226,-0.0022173135075718164,0.00016280252020806074,0.00020925173885188997
291.25,291.25,-0.15720851719379425,0.12385537475347519,-0.030067117884755135,-0.0012329993769526482,0.0003149057738482952,-0.00044707668712362647
291.258,291.2539978027344,-0.15722446143627167,0.12386143952608109,-0.030063943937420845,-0.0022781998850405216,0.0006860570865683258,0.0006430151406675577
291.258,291.25799560546875,-0.15722446143627167,0.12386143952608109,-0.03006739541888237,-0.001172908116132021,0.00037068818346597254,-0.0012288709403946996
291.302,291.2619934082031,-0.1572396457195282,0.12385991960763931,-0.0300617478787899,-0.0021803865674883127,0.0003940384485758841,0.000874012999702245
291.302,291.2980041503906,-0.15727229416370392,0.12387964129447937,-0.0300859697163105,-0.0011902215192094445,0.0002484925207681954,-0.0015888895140960813
291.302,291.302001953125,-0.15728747844696045,0.1238781213760376,-0.03008660487830639,-0.002275837352499366,0.0002982554433401674,-0.0002287884708493948
291.31,291.30999755859375,-0.15730342268943787,0.1238841861486435,-0.030074939131736755,-0.002263429807499051,0.0006161213386803865,0.001151569071225822
291.35,291.3179931640625,-0.1573186069726944,0.12388266623020172,-0.030073387548327446,-0.002179532777518034,5.6508488341933116e-05,0.0008082209969870746
291.35,291.34600830078125,-0.15734973549842834,0.12388721108436584,-0.03007534146308899,-0.00148690992500633,0.00029692755197174847,-0.0009867943590506911
291.35,291.3500061035156,-0.15736491978168488,0.12388568371534348,-0.03005930408835411,-0.0025564967654645443,0.00036150062805972993,0.0021807721350342035
291.354,291.35400390625,-0.15736567974090576,0.12389327585697174,-0.03007449582219124,-0.0014388345880433917,0.0007124451803974807,-0.002270618686452508
291.362,291.3580017089844,-0.1573808640241623,0.12389175593852997,-0.030071808025240898,-0.0024449441116303205,0.00044740966404788196,-1.687016811047215e-05
291.402,291.3699951171875,-0.1573968082666397,0.12389782071113586,-0.030071280896663666,-0.0014233195688575506,0.00039764418033882976,-0.0018560888711363077
291.402,291.39801025390625,-0.1574590653181076,0.12390691041946411,-0.030057799071073532,-0.002307077869772911,0.0002082755381707102,0.0007410369580611587
291.402,291.4020080566406,-0.1574590653181076,0.12390691041946411,-0.03005998022854328,-0.0014315629377961159,0.00023803341900929809,-0.0015548481605947018
291.41,291.406005859375,-0.15747500956058502,0.1239129826426506,-0.03005329892039299,-0.002392345108091831,0.0006924893823452294,0.0010069099953398108
291.41,291.4100036621094,-0.15747500956058502,0.1239129826426506,-0.03005702793598175,-0.001297647599130869,0.00036750847357325256,-0.001158271566964686
291.438,291.4219970703125,-0.15749095380306244,0.1239190474152565,-0.030056392773985863,-0.002097686752676964,0.0009874225361272693,0.000304097164189443
291.438,291.4339904785156,-0.15750689804553986,0.1239251121878624,-0.030057361349463463,-0.0013326173648238182,0.00043854338582605124,-0.0016170089365914464
291.438,291.43798828125,-0.15752284228801727,0.12393118441104889,-0.03004557453095913,-0.002478464273735881,0.0009392777574248612,0.0011564414016902447
291.446,291.4419860839844,-0.15752284228801727,0.12393118441104889,-0.03006136417388916,-0.0013134757755324244,0.00048556883120909333,-0.0025268590543419123
291.45,291.4460144042969,-0.1575387865304947,0.12393724918365479,-0.030059492215514183,-0.0023574987426400185,0.0007170629687607288,-0.00018435364472679794
291.502,291.4540100097656,-0.1575547307729721,0.12394332140684128,-0.03006081096827984,-0.00228596362285316,0.0009384392760694027,0.0007440485060214996
291.502,291.49798583984375,-0.15761850774288177,0.12396758794784546,-0.030073581263422966,-0.0012403768487274647,0.00010677939280867577,-0.0013489521807059646
291.502,291.50201416015625,-0.1576344519853592,0.12397366017103195,-0.030067922547459602,-0.0022234793286770582,0.0005131413345225155,0.0009985771030187607
291.51,291.5060119628906,-0.1576344519853592,0.12397366017103195,-0.030073752626776695,-0.0011689895763993263,0.0003671240119729191,-0.0015853858785703778
291.51,291.510009765625,-0.15764963626861572,0.12397213280200958,-0.030071189627051353,-0.0022289694752544165,0.0005035491194576025,0.00022664698190055788
291.538,291.5140075683594,-0.15764963626861572,0.12397213280200958,-0.030077697709202766,-0.0011863189283758402,0.0006354324868880212,-0.0018310927553102374
291.538,291.53399658203125,-0.15768152475357056,0.12398426979780197,-0.030069081112742424,-0.0024077342823147774,0.0005506950546987355,0.0009419171256013215
291.538,291.5379943847656,-0.15768152475357056,0.12398426979780197,-0.030085600912570953,-0.001263531157746911,8.813237946014851e-05,-0.0027475454844534397
291.542,291.5419921875,-0.1576966941356659,0.1239827498793602,-0.030083131045103073,-0.002287887502461672,0.00010001426562666893,-0.00010304767056368291
291.55,291.5459899902344,-0.1576966941356659,0.1239827498793602,-0.03007972612977028,-0.0013086437247693539,0.0003950511454604566,-0.0007980281370691955
291.602,291.5539855957031,-0.1577126383781433,0.1239888146519661,-0.030082901939749718,-0.0013208757154643536,0.0006711925379931927,-0.0010922423098236322
291.602,291.5979919433594,-0.15779083967208862,0.12400397658348083,-0.0300751980394125,-0.0021469302009791136,0.00037764955777674913,0.000941201054956764
291.602,291.60198974609375,-0.15779083967208862,0.12400397658348083,-0.030074218288064003,-0.0014845827827230096,0.000443821307271719,-0.0017777708126232028
291.606,291.6059875488281,-0.15780678391456604,0.12401004135608673,-0.030068248510360718,-0.0024263975210487843,0.0006362214917317033,0.0009318716474808753
291.614,291.6099853515625,-0.15780678391456604,0.12401004135608673,-0.030084827914834023,-0.0012801979901269078,0.00013770123769063503,-0.0027589797973632812
291.638,291.62200927734375,-0.15782272815704346,0.12401610612869263,-0.030079692602157593,-0.002202881732955575,0.0005979065899737179,0.0001808942179195583
291.638,291.63800048828125,-0.15785309672355652,0.12401305884122849,-0.03007713332772255,-0.0024326504208147526,0.0002945025044027716,4.325841291574761e-05
291.646,291.64599609375,-0.15786904096603394,0.12401913106441498,-0.030069315806031227,-0.0024701980873942375,0.000577744678594172,0.000644710729829967
291.702,291.65399169921875,-0.15788422524929047,0.12401760369539261,-0.03006581775844097,-0.002346083289012313,0.0003763591521419585,0.0010753966635093093
291.702,291.697998046875,-0.15794800221920013,0.12404187768697739,-0.030072377994656563,-0.0013858347665518522,-4.378078756417381e-06,-0.002409579697996378
291.702,291.7019958496094,-0.15796318650245667,0.12404035776853561,-0.030066825449466705,-0.0023598219268023968,0.00040772807551547885,0.000579708837904036
291.706,291.70599365234375,-0.15796394646167755,0.12404794991016388,-0.030067255720496178,-0.0014457020442932844,0.0006584106595255435,-0.001357201486825943
291.714,291.7099914550781,-0.15797913074493408,0.12404642254114151,-0.030069787055253983,-0.002334272488951683,0.0005158582935109735,0.00011118744441773742
