Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
85.81,0.0,0.0,0.0,0.0,0.0,0.0
85.834,0.0,0.0,0.0,0.0,0.0,0.0
85.866,0.0,0.0,0.0,0.0,0.0,0.0
85.902,0.0,0.0,0.0,0.0,0.0,0.0
85.938,0.0,0.0,0.0,0.0,0.0,0.0
85.974,0.0,0.0,0.0,0.0,0.0,0.0
86.01,0.0,0.0,0.0,0.0,0.0,0.0
86.042,0.0,0.0,0.0,0.0,0.0,0.0
86.07,0.0,0.0,0.0,0.0,0.0,0.0
86.098,0.0,0.0,0.0,0.0,0.0,0.0
86.134,0.0,0.0,0.0,0.0,0.0,0.0
86.166,0.0,0.0,0.0,0.0,0.0,0.0
86.21,0.0,0.0,0.0,0.0,0.0,0.0
86.234,0.0,0.0,0.0,0.0,0.0,0.0
86.278,0.0,0.0,0.0,0.0,0.0,0.0
86.302,0.0,0.0,0.0,0.0,0.0,0.0
86.342,0.0,0.0,0.0,0.0,0.0,0.0
86.37,0.0,0.0,0.0,0.0,0.0,0.0
86.402,0.0,0.0,0.0,0.0,0.0,0.0
86.442,0.0,0.0,0.0,0.0,0.0,0.0
86.462,0.0,0.0,0.0,0.0,0.0,0.0
86.506,0.0,0.0,0.0,0.0,0.0,0.0
86.538,0.0,0.0,0.0,0.0,0.0,0.0
86.566,0.0,0.0,0.0,0.0,0.0,0.0
86.61,0.0,0.0,0.0,0.0,0.0,0.0
86.638,0.0,0.0,0.0,0.0,0.0,0.0
86.662,0.0,0.0,0.0,0.0,0.0,0.0
86.706,0.0,0.0,0.0,0.0,0.0,0.0
86.734,0.0,0.0,0.0,0.0,0.0,0.0
86.766,0.0,0.0,0.0,0.0,0.0,0.0
86.81,0.0,0.0,0.0,0.0,0.0,0.0
86.842,0.0,0.0,0.0,0.0,0.0,0.0
86.87,0.0,0.0,0.0,0.0,0.0,0.0
86.902,0.0,0.0,0.0,0.0,0.0,0.0
86.934,0.0,0.0,0.0,0.0,0.0,0.0
86.974,0.0,0.0,0.0,0.0,0.0,0.0
87.01,0.0,0.0,0.0,0.0,0.0,0.0
87.046,0.0,0.0,0.0,0.0,0.0,0.0
87.078,0.0,0.0,0.0,0.0,0.0,0.0
87.102,0.0,0.0,0.0,0.0,0.0,0.0
87.146,0.0,0.0,0.0,0.0,0.0,0.0
87.174,0.0,0.0,0.0,0.0,0.0,0.0
87.21,0.0,0.0,0.0,0.0,0.0,0.0
87.246,0.0,0.0,0.0,0.0,0.0,0.0
87.274,0.0,0.0,0.0,0.0,0.0,0.0
87.298,0.0,0.0,0.0,0.0,0.0,0.0
87.342,0.0,0.0,0.0,0.0,0.0,0.0
87.37,0.0,0.0,0.0,0.0,0.0,0.0
87.406,0.0,0.0,0.0,0.0,0.0,0.0
87.446,0.0,0.0,0.0,0.0,0.0,0.0
87.474,0.0,0.0,0.0,0.0,0.0,0.0
87.494,0.0,0.0,0.0,0.0,0.0,0.0
87.546,0.0,0.0,0.0,0.0,0.0,0.0
87.578,0.0,0.0,0.0,0.0,0.0,0.0
87.598,0.0,0.0,0.0,0.0,0.0,0.0
87.642,0.0,0.0,0.0,0.0,0.0,0.0
87.678,0.0,0.0,0.0,0.0,0.0,0.0
87.702,0.0,0.0,0.0,0.0,0.0,0.0
87.746,0.0,0.0,0.0,0.0,0.0,0.0
87.77,0.0,0.0,0.0,0.0,0.0,0.0
87.806,0.0,0.0,0.0,0.0,0.0,0.0
