Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
46.346,0.0,0.0,0.0,0.0,0.0,0.0
46.378,0.0,0.0,0.0,0.0,0.0,0.0
46.41,0.0,0.0,0.0,0.0,0.0,0.0
46.446,0.0,0.0,0.0,0.0,0.0,0.0
46.478,0.0,0.0,0.0,0.0,0.0,0.0
46.51,0.0,0.0,0.0,0.0,0.0,0.0
46.546,0.0,0.0,0.0,0.0,0.0,0.0
46.574,0.0,0.0,0.0,0.0,0.0,0.0
46.61,0.0,0.0,0.0,0.0,0.0,0.0
46.646,0.0,0.0,0.0,0.0,0.0,0.0
46.678,0.0,0.0,0.0,0.0,0.0,0.0
46.706,0.0,0.0,0.0,0.0,0.0,0.0
46.742,0.0,0.0,0.0,0.0,0.0,0.0
46.778,0.0,0.0,0.0,0.0,0.0,0.0
46.81,0.0,0.0,0.0,0.0,0.0,0.0
46.842,0.0,0.0,0.0,0.0,0.0,0.0
46.878,0.0,0.0,0.0,0.0,0.0,0.0
46.91,0.0,0.0,0.0,0.0,0.0,0.0
46.946,0.0,0.0,0.0,0.0,0.0,0.0
46.978,0.0,0.0,0.0,0.0,0.0,0.0
47.006,0.0,0.0,0.0,0.0,0.0,0.0
47.046,0.0,0.0,0.0,0.0,0.0,0.0
47.078,0.0,0.0,0.0,0.0,0.0,0.0
47.106,0.0,0.0,0.0,0.0,0.0,0.0
47.138,0.0,0.0,0.0,0.0,0.0,0.0
47.178,0.0,0.0,0.0,0.0,0.0,0.0
47.21,0.0,0.0,0.0,0.0,0.0,0.0
47.246,0.0,0.0,0.0,0.0,0.0,0.0
47.274,0.0,0.0,0.0,0.0,0.0,0.0
47.31,0.0,0.0,0.0,0.0,0.0,0.0
47.346,0.0,0.0,0.0,0.0,0.0,0.0
47.378,0.0,0.0,0.0,0.0,0.0,0.0
47.41,0.0,0.0,0.0,0.0,0.0,0.0
47.438,0.0,0.0,0.0,0.0,0.0,0.0
47.478,0.0,0.0,0.0,0.0,0.0,0.0
47.506,0.0,0.0,0.0,0.0,0.0,0.0
47.546,0.0,0.0,0.0,0.0,0.0,0.0
47.578,0.0,0.0,0.0,0.0,0.0,0.0
47.61,0.0,0.0,0.0,0.0,0.0,0.0
47.638,0.0,0.0,0.0,0.0,0.0,0.0
47.678,0.0,0.0,0.0,0.0,0.0,0.0
47.71,0.0,0.0,0.0,0.0,0.0,0.0
47.742,0.0,0.0,0.0,0.0,0.0,0.0
47.778,0.0,0.0,0.0,0.0,0.0,0.0
47.81,0.0,0.0,0.0,0.0,0.0,0.0
47.846000000000004,0.0,0.0,0.0,0.0,0.0,0.0
47.878,0.0,0.0,0.0,0.0,0.0,0.0
47.91,0.0,0.0,0.0,0.0,0.0,0.0
47.946,0.0,0.0,0.0,0.0,0.0,0.0
47.978,0.0,0.0,0.0,0.0,0.0,0.0
48.002,0.0,0.0,0.0,0.0,0.0,0.0
48.042,0.0,0.0,0.0,0.0,0.0,0.0
48.078,0.0,0.0,0.0,0.0,0.0,0.0
48.11,0.0,0.0,0.0,0.0,0.0,0.0
48.146,0.0,0.0,0.0,0.0,0.0,0.0
48.178,0.0,0.0,0.0,0.0,0.0,0.0
48.21,0.0,0.0,0.0,0.0,0.0,0.0
48.246,0.0,0.0,0.0,0.0,0.0,0.0
48.278,0.0,0.0,0.0,0.0,0.0,0.0
48.31,0.0,0.0,0.0,0.0,0.0,0.0
48.338,0.0,0.0,0.0,0.0,0.0,0.0
48.378,0.0,0.0,0.0,0.0,0.0,0.0
48.41,0.0,0.0,0.0,0.0,0.0,0.0
48.442,0.0,0.0,0.0,0.0,0.0,0.0
48.478,0.0,0.0,0.0,0.0,0.0,0.0
48.51,0.0,0.0,0.0,0.0,0.0,0.0
48.546,0.0,0.0,0.0,0.0,0.0,0.0
48.574,0.0,0.0,0.0,0.0,0.0,0.0
48.61,0.0,0.0,0.0,0.0,0.0,0.0
48.646,0.0,0.0,0.0,0.0,0.0,0.0
48.678,0.0,0.0,0.0,0.0,0.0,0.0
48.71,0.0,0.0,0.0,0.0,0.0,0.0
48.742,0.0,0.0,0.0,0.0,0.0,0.0
48.778,0.0,0.0,0.0,0.0,0.0,0.0
48.81,0.0,0.0,0.0,0.0,0.0,0.0
48.846000000000004,0.0,0.0,0.0,0.0,0.0,0.0
48.878,0.0,0.0,0.0,0.0,0.0,0.0
48.91,0.0,0.0,0.0,0.0,0.0,0.0
48.946,0.0,0.0,0.0,0.0,0.0,0.0
48.978,0.0,0.0,0.0,0.0,0.0,0.0
49.01,0.0,0.0,0.0,0.0,0.0,0.0
49.046,0.0,0.0,0.0,0.0,0.0,0.0
49.078,0.0,0.0,0.0,0.0,0.0,0.0
49.11,0.0,0.0,0.0,0.0,0.0,0.0
49.146,0.0,0.0,0.0,0.0,0.0,0.0
49.178,0.0,0.0,0.0,0.0,0.0,0.0
49.21,0.0,0.0,0.0,0.0,0.0,0.0
49.246,0.0,0.0,0.0,0.0,0.0,0.0
49.278,0.0,0.0,0.0,0.0,0.0,0.0
49.31,0.0,0.0,0.0,0.0,0.0,0.0
49.346,0.0,0.0,0.0,0.0,0.0,0.0
49.374,0.0,0.0,0.0,0.0,0.0,0.0
49.41,0.0,0.0,0.0,0.0,0.0,0.0
49.446,0.0,0.0,0.0,0.0,0.0,0.0
49.478,0.0,0.0,0.0,0.0,0.0,0.0
49.506,0.0,0.0,0.0,0.0,0.0,0.0
49.546,0.0,0.0,0.0,0.0,0.0,0.0
49.578,0.0,0.0,0.0,0.0,0.0,0.0
49.61,0.0,0.0,0.0,0.0,0.0,0.0
49.646,0.0,0.0,0.0,0.0,0.0,0.0
49.678,0.0,0.0,0.0,0.0,0.0,0.0
49.71,0.0,0.0,0.0,0.0,0.0,0.0
49.746,0.0,0.0,0.0,0.0,0.0,0.0
49.778,0.0,0.0,0.0,0.0,0.0,0.0
49.81,0.0,0.0,0.0,0.0,0.0,0.0
49.846000000000004,0.0,0.0,0.0,0.0,0.0,0.0
49.878,0.0,0.0,0.0,0.0,0.0,0.0
49.91,0.0,0.0,0.0,0.0,0.0,0.0
49.946,0.0,0.0,0.0,0.0,0.0,0.0
49.978,0.0,0.0,0.0,0.0,0.0,0.0
50.01,0.0,0.0,0.0,0.0,0.0,0.0
50.046,0.0,0.0,0.0,0.0,0.0,0.0
50.078,0.0,0.0,0.0,0.0,0.0,0.0
50.11,0.0,0.0,0.0,0.0,0.0,0.0
50.134,0.0,0.0,0.0,0.0,0.0,0.0
50.178,0.0,0.0,0.0,0.0,0.0,0.0
50.206,0.0,0.0,0.0,0.0,0.0,0.0
50.246,0.0,0.0,0.0,0.0,0.0,0.0
50.278,0.0,0.0,0.0,0.0,0.0,0.0
50.31,0.0,0.0,0.0,0.0,0.0,0.0
50.338,0.0,0.0,0.0,0.0,0.0,0.0
50.378,0.0,0.0,0.0,0.0,0.0,0.0
50.41,0.0,0.0,0.0,0.0,0.0,0.0
50.442,0.0,0.0,0.0,0.0,0.0,0.0
50.478,0.0,0.0,0.0,0.0,0.0,0.0
50.51,0.0,0.0,0.0,0.0,0.0,0.0
50.546,0.0,0.0,0.0,0.0,0.0,0.0
50.578,0.0,0.0,0.0,0.0,0.0,0.0
50.61,0.0,0.0,0.0,0.0,0.0,0.0
50.646,0.0,0.0,0.0,0.0,0.0,0.0
50.678,0.0,0.0,0.0,0.0,0.0,0.0
50.706,0.0,0.0,0.0,0.0,0.0,0.0
50.746,0.0,0.0,0.0,0.0,0.0,0.0
50.778,0.0,0.0,0.0,0.0,0.0,0.0
50.81,0.0,0.0,0.0,0.0,0.0,0.0
50.846000000000004,0.0,0.0,0.0,0.0,0.0,0.0
50.878,0.0,0.0,0.0,0.0,0.0,0.0
50.91,0.0,0.0,0.0,0.0,0.0,0.0
50.946,0.0,0.0,0.0,0.0,0.0,0.0
50.978,0.0,0.0,0.0,0.0,0.0,0.0
51.01,0.0,0.0,0.0,0.0,0.0,0.0
51.046,0.0,0.0,0.0,0.0,0.0,0.0
51.078,0.0,0.0,0.0,0.0,0.0,0.0
51.11,0.0,0.0,0.0,0.0,0.0,0.0
51.138,0.0,0.0,0.0,0.0,0.0,0.0
51.178,0.0,0.0,0.0,0.0,0.0,0.0
51.21,0.0,0.0,0.0,0.0,0.0,0.0
51.242,0.0,0.0,0.0,0.0,0.0,0.0
51.278,0.0,0.0,0.0,0.0,0.0,0.0
51.31,0.0,0.0,0.0,0.0,0.0,0.0
51.346,0.0,0.0,0.0,0.0,0.0,0.0
